gearilevel,talent,targetcount,pantheon,name,ilevel,fon,dps,relative
920,gg,1t,p0,Stat stick (Mastery),940,false,623058,1812
920,gg,1t,p0,Stat stick (Mastery),945,false,625264,2206
920,gg,1t,p0,Stat stick (Mastery),950,false,627560,2296
920,gg,1t,p0,Stat stick (Mastery),955,false,629769,2209
920,gg,1t,p0,Stat stick (Mastery),960,false,632202,2433
920,gg,1t,p0,Stat stick (Mastery),965,false,634258,2056
920,gg,1t,p0,Stat stick (Mastery),970,false,636602,2344
920,gg,1t,p0,Stat stick (Mastery),975,false,639565,2963
920,gg,1t,p0,Stat stick (Mastery),980,false,642248,2683
920,gg,1t,p0,Stat stick (Mastery),985,false,645037,2789
920,gg,1t,p0,Naraxas' Spiked Tongue,910,false,593579,19256
920,gg,1t,p0,Naraxas' Spiked Tongue,915,false,594591,1012
920,gg,1t,p0,Naraxas' Spiked Tongue,920,false,594839,248
920,gg,1t,p0,Naraxas' Spiked Tongue,925,false,595831,992
920,gg,1t,p0,Naraxas' Spiked Tongue,930,false,596589,758
920,gg,1t,p0,Naraxas' Spiked Tongue,935,false,597318,729
920,gg,1t,p0,Naraxas' Spiked Tongue,940,false,597967,649
920,gg,1t,p0,Naraxas' Spiked Tongue,945,false,598815,848
920,gg,1t,p0,Naraxas' Spiked Tongue,950,false,599362,547
920,gg,1t,p0,Naraxas' Spiked Tongue,955,false,600556,1194
920,gg,1t,p0,Naraxas' Spiked Tongue,960,false,601290,734
920,gg,1t,p0,Naraxas' Spiked Tongue,965,false,601993,703
920,gg,1t,p0,Naraxas' Spiked Tongue,970,false,603363,1370
920,gg,1t,p0,Naraxas' Spiked Tongue,975,false,604020,657
920,gg,1t,p0,Naraxas' Spiked Tongue,980,false,605086,1066
920,gg,1t,p0,Naraxas' Spiked Tongue,985,false,606413,1327
920,gg,1t,p0,Naraxas' Spiked Tongue,910,true,596379,22056
920,gg,1t,p0,Naraxas' Spiked Tongue,915,true,597276,897
920,gg,1t,p0,Naraxas' Spiked Tongue,920,true,597753,477
920,gg,1t,p0,Naraxas' Spiked Tongue,925,true,598975,1222
920,gg,1t,p0,Naraxas' Spiked Tongue,930,true,599902,927
920,gg,1t,p0,Naraxas' Spiked Tongue,935,true,600347,445
920,gg,1t,p0,Naraxas' Spiked Tongue,940,true,601525,1178
920,gg,1t,p0,Naraxas' Spiked Tongue,945,true,602557,1032
920,gg,1t,p0,Naraxas' Spiked Tongue,950,true,603567,1010
920,gg,1t,p0,Naraxas' Spiked Tongue,955,true,604433,866
920,gg,1t,p0,Naraxas' Spiked Tongue,960,true,605629,1196
920,gg,1t,p0,Naraxas' Spiked Tongue,965,true,606584,955
920,gg,1t,p0,Naraxas' Spiked Tongue,970,true,607758,1174
920,gg,1t,p0,Naraxas' Spiked Tongue,975,true,609364,1606
920,gg,1t,p0,Naraxas' Spiked Tongue,980,true,610626,1262
920,gg,1t,p0,Naraxas' Spiked Tongue,985,true,611865,1239
920,gg,1t,p0,Nightmare Egg Shell,910,false,614058,39735
920,gg,1t,p0,Nightmare Egg Shell,915,false,615318,1260
920,gg,1t,p0,Nightmare Egg Shell,920,false,617225,1907
920,gg,1t,p0,Nightmare Egg Shell,925,false,618462,1237
920,gg,1t,p0,Nightmare Egg Shell,930,false,620494,2032
920,gg,1t,p0,Nightmare Egg Shell,935,false,622574,2080
920,gg,1t,p0,Nightmare Egg Shell,940,false,624264,1690
920,gg,1t,p0,Nightmare Egg Shell,945,false,626404,2140
920,gg,1t,p0,Nightmare Egg Shell,950,false,628684,2280
920,gg,1t,p0,Nightmare Egg Shell,955,false,630737,2053
920,gg,1t,p0,Nightmare Egg Shell,960,false,632548,1811
920,gg,1t,p0,Nightmare Egg Shell,965,false,635389,2841
920,gg,1t,p0,Nightmare Egg Shell,970,false,638254,2865
920,gg,1t,p0,Nightmare Egg Shell,975,false,640417,2163
920,gg,1t,p0,Nightmare Egg Shell,980,false,643457,3040
920,gg,1t,p0,Nightmare Egg Shell,985,false,646311,2854
920,gg,1t,p0,Stormsinger Fulmination Charge,910,false,611660,37337
920,gg,1t,p0,Stormsinger Fulmination Charge,915,false,613267,1607
920,gg,1t,p0,Stormsinger Fulmination Charge,920,false,614811,1544
920,gg,1t,p0,Stormsinger Fulmination Charge,925,false,616335,1524
920,gg,1t,p0,Stormsinger Fulmination Charge,930,false,618306,1971
920,gg,1t,p0,Stormsinger Fulmination Charge,935,false,620381,2075
920,gg,1t,p0,Stormsinger Fulmination Charge,940,false,622169,1788
920,gg,1t,p0,Stormsinger Fulmination Charge,945,false,623660,1491
920,gg,1t,p0,Stormsinger Fulmination Charge,950,false,625990,2330
920,gg,1t,p0,Stormsinger Fulmination Charge,955,false,628167,2177
920,gg,1t,p0,Stormsinger Fulmination Charge,960,false,630369,2202
920,gg,1t,p0,Stormsinger Fulmination Charge,965,false,632390,2021
920,gg,1t,p0,Stormsinger Fulmination Charge,970,false,635023,2633
920,gg,1t,p0,Stormsinger Fulmination Charge,975,false,637633,2610
920,gg,1t,p0,Stormsinger Fulmination Charge,980,false,640648,3015
920,gg,1t,p0,Stormsinger Fulmination Charge,985,false,643112,2464
920,gg,1t,p0,Mark of Dargrul,910,false,601874,27551
920,gg,1t,p0,Mark of Dargrul,915,false,603238,1364
920,gg,1t,p0,Mark of Dargrul,920,false,604525,1287
920,gg,1t,p0,Mark of Dargrul,925,false,605420,895
920,gg,1t,p0,Mark of Dargrul,930,false,606368,948
920,gg,1t,p0,Mark of Dargrul,935,false,607219,851
920,gg,1t,p0,Mark of Dargrul,940,false,608653,1434
920,gg,1t,p0,Mark of Dargrul,945,false,610018,1365
920,gg,1t,p0,Mark of Dargrul,950,false,611117,1099
920,gg,1t,p0,Mark of Dargrul,955,false,612452,1335
920,gg,1t,p0,Mark of Dargrul,960,false,613812,1360
920,gg,1t,p0,Mark of Dargrul,965,false,615486,1674
920,gg,1t,p0,Mark of Dargrul,970,false,616813,1327
920,gg,1t,p0,Mark of Dargrul,975,false,618691,1878
920,gg,1t,p0,Mark of Dargrul,980,false,620302,1611
920,gg,1t,p0,Mark of Dargrul,985,false,622006,1704
920,gg,1t,p0,Giant Ornamental Pearl,910,false,596158,21835
920,gg,1t,p0,Giant Ornamental Pearl,915,false,596969,811
920,gg,1t,p0,Giant Ornamental Pearl,920,false,597609,640
920,gg,1t,p0,Giant Ornamental Pearl,925,false,598979,1370
920,gg,1t,p0,Giant Ornamental Pearl,930,false,599383,404
920,gg,1t,p0,Giant Ornamental Pearl,935,false,600215,832
920,gg,1t,p0,Giant Ornamental Pearl,940,false,600987,772
920,gg,1t,p0,Giant Ornamental Pearl,945,false,602085,1098
920,gg,1t,p0,Giant Ornamental Pearl,950,false,603005,920
920,gg,1t,p0,Giant Ornamental Pearl,955,false,603846,841
920,gg,1t,p0,Giant Ornamental Pearl,960,false,604729,883
920,gg,1t,p0,Giant Ornamental Pearl,965,false,606350,1621
920,gg,1t,p0,Giant Ornamental Pearl,970,false,606873,523
920,gg,1t,p0,Giant Ornamental Pearl,975,false,607892,1019
920,gg,1t,p0,Giant Ornamental Pearl,980,false,609239,1347
920,gg,1t,p0,Giant Ornamental Pearl,985,false,610262,1023
920,gg,1t,p0,Tempered Egg of Serpentrix,910,false,612491,38168
920,gg,1t,p0,Tempered Egg of Serpentrix,915,false,614388,1897
920,gg,1t,p0,Tempered Egg of Serpentrix,920,false,616340,1952
920,gg,1t,p0,Tempered Egg of Serpentrix,925,false,618559,2219
920,gg,1t,p0,Tempered Egg of Serpentrix,930,false,620566,2007
920,gg,1t,p0,Tempered Egg of Serpentrix,935,false,622684,2118
920,gg,1t,p0,Tempered Egg of Serpentrix,940,false,624858,2174
920,gg,1t,p0,Tempered Egg of Serpentrix,945,false,627617,2759
920,gg,1t,p0,Tempered Egg of Serpentrix,950,false,629892,2275
920,gg,1t,p0,Tempered Egg of Serpentrix,955,false,632087,2195
920,gg,1t,p0,Tempered Egg of Serpentrix,960,false,635493,3406
920,gg,1t,p0,Tempered Egg of Serpentrix,965,false,638681,3188
920,gg,1t,p0,Tempered Egg of Serpentrix,970,false,641349,2668
920,gg,1t,p0,Tempered Egg of Serpentrix,975,false,645140,3791
920,gg,1t,p0,Tempered Egg of Serpentrix,980,false,648112,2972
920,gg,1t,p0,Tempered Egg of Serpentrix,985,false,651821,3709
920,gg,1t,p0,Terrorbound Nexus,910,false,606807,32484
920,gg,1t,p0,Terrorbound Nexus,915,false,607825,1018
920,gg,1t,p0,Terrorbound Nexus,920,false,609504,1679
920,gg,1t,p0,Terrorbound Nexus,925,false,610769,1265
920,gg,1t,p0,Terrorbound Nexus,930,false,612135,1366
920,gg,1t,p0,Terrorbound Nexus,935,false,613810,1675
920,gg,1t,p0,Terrorbound Nexus,940,false,615233,1423
920,gg,1t,p0,Terrorbound Nexus,945,false,616928,1695
920,gg,1t,p0,Terrorbound Nexus,950,false,618461,1533
920,gg,1t,p0,Terrorbound Nexus,955,false,620387,1926
920,gg,1t,p0,Terrorbound Nexus,960,false,621890,1503
920,gg,1t,p0,Terrorbound Nexus,965,false,623974,2084
920,gg,1t,p0,Terrorbound Nexus,970,false,626151,2177
920,gg,1t,p0,Terrorbound Nexus,975,false,628578,2427
920,gg,1t,p0,Terrorbound Nexus,980,false,630390,1812
920,gg,1t,p0,Terrorbound Nexus,985,false,632921,2531
920,gg,1t,p0,Obelisk of the Void,910,false,610312,35989
920,gg,1t,p0,Obelisk of the Void,915,false,611336,1024
920,gg,1t,p0,Obelisk of the Void,920,false,612692,1356
920,gg,1t,p0,Obelisk of the Void,925,false,613740,1048
920,gg,1t,p0,Obelisk of the Void,930,false,615659,1919
920,gg,1t,p0,Obelisk of the Void,935,false,617315,1656
920,gg,1t,p0,Obelisk of the Void,940,false,618810,1495
920,gg,1t,p0,Obelisk of the Void,945,false,620699,1889
920,gg,1t,p0,Obelisk of the Void,950,false,622366,1667
920,gg,1t,p0,Obelisk of the Void,955,false,624171,1805
920,gg,1t,p0,Obelisk of the Void,960,false,626800,2629
920,gg,1t,p0,Obelisk of the Void,965,false,628512,1712
920,gg,1t,p0,Obelisk of the Void,970,false,630369,1857
920,gg,1t,p0,Obelisk of the Void,975,false,632744,2375
920,gg,1t,p0,Obelisk of the Void,980,false,633972,1228
920,gg,1t,p0,Obelisk of the Void,985,false,638507,4535
920,gg,1t,p0,Chrono Shard,910,false,614974,40651
920,gg,1t,p0,Chrono Shard,915,false,616399,1425
920,gg,1t,p0,Chrono Shard,920,false,618265,1866
920,gg,1t,p0,Chrono Shard,925,false,619817,1552
920,gg,1t,p0,Chrono Shard,930,false,621506,1689
920,gg,1t,p0,Chrono Shard,935,false,623908,2402
920,gg,1t,p0,Chrono Shard,940,false,625599,1691
920,gg,1t,p0,Chrono Shard,945,false,627660,2061
920,gg,1t,p0,Chrono Shard,950,false,630098,2438
920,gg,1t,p0,Chrono Shard,955,false,631773,1675
920,gg,1t,p0,Chrono Shard,960,false,634539,2766
920,gg,1t,p0,Chrono Shard,965,false,636772,2233
920,gg,1t,p0,Chrono Shard,970,false,639896,3124
920,gg,1t,p0,Chrono Shard,975,false,642384,2488
920,gg,1t,p0,Chrono Shard,980,false,644867,2483
920,gg,1t,p0,Chrono Shard,985,false,647790,2923
920,gg,1t,p0,Tiny Oozeling in a Jar,910,false,600539,26216
920,gg,1t,p0,Tiny Oozeling in a Jar,915,false,601117,578
920,gg,1t,p0,Tiny Oozeling in a Jar,920,false,602124,1007
920,gg,1t,p0,Tiny Oozeling in a Jar,925,false,603413,1289
920,gg,1t,p0,Tiny Oozeling in a Jar,930,false,604124,711
920,gg,1t,p0,Tiny Oozeling in a Jar,935,false,605378,1254
920,gg,1t,p0,Tiny Oozeling in a Jar,940,false,606195,817
920,gg,1t,p0,Tiny Oozeling in a Jar,945,false,607382,1187
920,gg,1t,p0,Tiny Oozeling in a Jar,950,false,608905,1523
920,gg,1t,p0,Tiny Oozeling in a Jar,955,false,609811,906
920,gg,1t,p0,Tiny Oozeling in a Jar,960,false,611500,1689
920,gg,1t,p0,Tiny Oozeling in a Jar,965,false,612746,1246
920,gg,1t,p0,Tiny Oozeling in a Jar,970,false,614308,1562
920,gg,1t,p0,Tiny Oozeling in a Jar,975,false,615938,1630
920,gg,1t,p0,Tiny Oozeling in a Jar,980,false,617496,1558
920,gg,1t,p0,Tiny Oozeling in a Jar,985,false,619203,1707
920,gg,1t,p0,Tiny Oozeling in a Jar,910,true,604706,30383
920,gg,1t,p0,Tiny Oozeling in a Jar,915,true,605513,807
920,gg,1t,p0,Tiny Oozeling in a Jar,920,true,607167,1654
920,gg,1t,p0,Tiny Oozeling in a Jar,925,true,608100,933
920,gg,1t,p0,Tiny Oozeling in a Jar,930,true,609259,1159
920,gg,1t,p0,Tiny Oozeling in a Jar,935,true,611161,1902
920,gg,1t,p0,Tiny Oozeling in a Jar,940,true,612124,963
920,gg,1t,p0,Tiny Oozeling in a Jar,945,true,614098,1974
920,gg,1t,p0,Tiny Oozeling in a Jar,950,true,615599,1501
920,gg,1t,p0,Tiny Oozeling in a Jar,955,true,617270,1671
920,gg,1t,p0,Tiny Oozeling in a Jar,960,true,618668,1398
920,gg,1t,p0,Tiny Oozeling in a Jar,965,true,620139,1471
920,gg,1t,p0,Tiny Oozeling in a Jar,970,true,622074,1935
920,gg,1t,p0,Tiny Oozeling in a Jar,975,true,624146,2072
920,gg,1t,p0,Tiny Oozeling in a Jar,980,true,626038,1892
920,gg,1t,p0,Tiny Oozeling in a Jar,985,true,628396,2358
920,gg,1t,p0,Elementium Bomb Squirrel Generator,910,false,597027,22704
920,gg,1t,p0,Elementium Bomb Squirrel Generator,915,false,597736,709
920,gg,1t,p0,Elementium Bomb Squirrel Generator,920,false,598691,955
920,gg,1t,p0,Elementium Bomb Squirrel Generator,925,false,599601,910
920,gg,1t,p0,Elementium Bomb Squirrel Generator,930,false,600232,631
920,gg,1t,p0,Elementium Bomb Squirrel Generator,935,false,601463,1231
920,gg,1t,p0,Elementium Bomb Squirrel Generator,940,false,601951,488
920,gg,1t,p0,Elementium Bomb Squirrel Generator,945,false,602805,854
920,gg,1t,p0,Elementium Bomb Squirrel Generator,950,false,603809,1004
920,gg,1t,p0,Elementium Bomb Squirrel Generator,955,false,605070,1261
920,gg,1t,p0,Elementium Bomb Squirrel Generator,960,false,606105,1035
920,gg,1t,p0,Elementium Bomb Squirrel Generator,965,false,607075,970
920,gg,1t,p0,Elementium Bomb Squirrel Generator,970,false,607928,853
920,gg,1t,p0,Elementium Bomb Squirrel Generator,975,false,609191,1263
920,gg,1t,p0,Elementium Bomb Squirrel Generator,980,false,610794,1603
920,gg,1t,p0,Elementium Bomb Squirrel Generator,985,false,611974,1180
920,gg,1t,p0,Stat stick (Versatility),910,false,614238,39915
920,gg,1t,p0,Stat stick (Versatility),915,false,615723,1485
920,gg,1t,p0,Stat stick (Versatility),920,false,617445,1722
920,gg,1t,p0,Stat stick (Versatility),925,false,619045,1600
920,gg,1t,p0,Stat stick (Versatility),930,false,620972,1927
920,gg,1t,p0,Stat stick (Versatility),935,false,622638,1666
920,gg,1t,p0,Stat stick (Versatility),940,false,624248,1610
920,gg,1t,p0,Stat stick (Versatility),945,false,626562,2314
920,gg,1t,p0,Stat stick (Versatility),950,false,628473,1911
920,gg,1t,p0,Stat stick (Versatility),955,false,631037,2564
920,gg,1t,p0,Stat stick (Versatility),960,false,633045,2008
920,gg,1t,p0,Stat stick (Versatility),965,false,635877,2832
920,gg,1t,p0,Stat stick (Versatility),970,false,638323,2446
920,gg,1t,p0,Stat stick (Versatility),975,false,641246,2923
920,gg,1t,p0,Stat stick (Versatility),980,false,643324,2078
920,gg,1t,p0,Stat stick (Versatility),985,false,646444,3120
920,gg,1t,p0,Chaos Talisman,910,false,618830,44507
920,gg,1t,p0,Chaos Talisman,915,false,620982,2152
920,gg,1t,p0,Chaos Talisman,920,false,622191,1209
920,gg,1t,p0,Chaos Talisman,925,false,623979,1788
920,gg,1t,p0,Chaos Talisman,930,false,625938,1959
920,gg,1t,p0,Chaos Talisman,935,false,628147,2209
920,gg,1t,p0,Chaos Talisman,940,false,630293,2146
920,gg,1t,p0,Chaos Talisman,945,false,632614,2321
920,gg,1t,p0,Chaos Talisman,950,false,634787,2173
920,gg,1t,p0,Chaos Talisman,955,false,637682,2895
920,gg,1t,p0,Chaos Talisman,960,false,640937,3255
920,gg,1t,p0,Chaos Talisman,965,false,643198,2261
920,gg,1t,p0,Chaos Talisman,970,false,646069,2871
920,gg,1t,p0,Chaos Talisman,975,false,648635,2566
920,gg,1t,p0,Chaos Talisman,980,false,651051,2416
920,gg,1t,p0,Chaos Talisman,985,false,655349,4298
920,gg,1t,p0,Shivermaw's Jawbone,910,false,583056,8733
920,gg,1t,p0,Shivermaw's Jawbone,915,false,583301,245
920,gg,1t,p0,Shivermaw's Jawbone,920,false,583494,193
920,gg,1t,p0,Shivermaw's Jawbone,925,false,583949,455
920,gg,1t,p0,Shivermaw's Jawbone,930,false,584364,415
920,gg,1t,p0,Shivermaw's Jawbone,935,false,584625,261
920,gg,1t,p0,Shivermaw's Jawbone,940,false,585174,549
920,gg,1t,p0,Shivermaw's Jawbone,945,false,585341,167
920,gg,1t,p0,Shivermaw's Jawbone,950,false,585758,417
920,gg,1t,p0,Shivermaw's Jawbone,955,false,586430,672
920,gg,1t,p0,Shivermaw's Jawbone,960,false,586649,219
920,gg,1t,p0,Shivermaw's Jawbone,965,false,587214,565
920,gg,1t,p0,Shivermaw's Jawbone,970,false,588091,877
920,gg,1t,p0,Shivermaw's Jawbone,975,false,588434,343
920,gg,1t,p0,Shivermaw's Jawbone,980,false,589439,1005
920,gg,1t,p0,Shivermaw's Jawbone,985,false,589292,0
920,gg,1t,p0,Windscar Whetstone,910,false,595392,21069
920,gg,1t,p0,Windscar Whetstone,915,false,595776,384
920,gg,1t,p0,Windscar Whetstone,920,false,595961,185
920,gg,1t,p0,Windscar Whetstone,925,false,597386,1425
920,gg,1t,p0,Windscar Whetstone,930,false,597787,401
920,gg,1t,p0,Windscar Whetstone,935,false,599220,1433
920,gg,1t,p0,Windscar Whetstone,940,false,599686,466
920,gg,1t,p0,Windscar Whetstone,945,false,600509,823
920,gg,1t,p0,Windscar Whetstone,950,false,601522,1013
920,gg,1t,p0,Windscar Whetstone,955,false,602390,868
920,gg,1t,p0,Windscar Whetstone,960,false,602995,605
920,gg,1t,p0,Windscar Whetstone,965,false,604653,1658
920,gg,1t,p0,Windscar Whetstone,970,false,605158,505
920,gg,1t,p0,Windscar Whetstone,975,false,606267,1109
920,gg,1t,p0,Windscar Whetstone,980,false,607630,1363
920,gg,1t,p0,Windscar Whetstone,985,false,608650,1020
920,gg,1t,p0,Tirathon's Betrayal,910,false,618895,44572
920,gg,1t,p0,Tirathon's Betrayal,915,false,621163,2268
920,gg,1t,p0,Tirathon's Betrayal,920,false,623336,2173
920,gg,1t,p0,Tirathon's Betrayal,925,false,626304,2968
920,gg,1t,p0,Tirathon's Betrayal,930,false,628404,2100
920,gg,1t,p0,Tirathon's Betrayal,935,false,630523,2119
920,gg,1t,p0,Tirathon's Betrayal,940,false,633450,2927
920,gg,1t,p0,Tirathon's Betrayal,945,false,636351,2901
920,gg,1t,p0,Tirathon's Betrayal,950,false,639106,2755
920,gg,1t,p0,Tirathon's Betrayal,955,false,642490,3384
920,gg,1t,p0,Tirathon's Betrayal,960,false,645597,3107
920,gg,1t,p0,Tirathon's Betrayal,965,false,649045,3448
920,gg,1t,p0,Tirathon's Betrayal,970,false,652731,3686
920,gg,1t,p0,Tirathon's Betrayal,975,false,656525,3794
920,gg,1t,p0,Tirathon's Betrayal,980,false,660294,3769
920,gg,1t,p0,Tirathon's Betrayal,985,false,664828,4534
920,gg,1t,p0,Faulty Countermeasure,910,false,612215,37892
920,gg,1t,p0,Faulty Countermeasure,915,false,614024,1809
920,gg,1t,p0,Faulty Countermeasure,920,false,614939,915
920,gg,1t,p0,Faulty Countermeasure,925,false,616741,1802
920,gg,1t,p0,Faulty Countermeasure,930,false,618577,1836
920,gg,1t,p0,Faulty Countermeasure,935,false,619947,1370
920,gg,1t,p0,Faulty Countermeasure,940,false,622273,2326
920,gg,1t,p0,Faulty Countermeasure,945,false,624022,1749
920,gg,1t,p0,Faulty Countermeasure,950,false,625779,1757
920,gg,1t,p0,Faulty Countermeasure,955,false,628286,2507
920,gg,1t,p0,Faulty Countermeasure,960,false,630295,2009
920,gg,1t,p0,Faulty Countermeasure,965,false,632424,2129
920,gg,1t,p0,Faulty Countermeasure,970,false,634185,1761
920,gg,1t,p0,Faulty Countermeasure,975,false,637421,3236
920,gg,1t,p0,Faulty Countermeasure,980,false,639821,2400
920,gg,1t,p0,Faulty Countermeasure,985,false,642208,2387
920,gg,1t,p0,Ethereal Urn,910,false,612929,38606
920,gg,1t,p0,Ethereal Urn,915,false,614423,1494
920,gg,1t,p0,Ethereal Urn,920,false,615729,1306
920,gg,1t,p0,Ethereal Urn,925,false,618059,2330
920,gg,1t,p0,Ethereal Urn,930,false,619348,1289
920,gg,1t,p0,Ethereal Urn,935,false,621421,2073
920,gg,1t,p0,Ethereal Urn,940,false,623677,2256
920,gg,1t,p0,Ethereal Urn,945,false,625380,1703
920,gg,1t,p0,Ethereal Urn,950,false,627343,1963
920,gg,1t,p0,Ethereal Urn,955,false,629741,2398
920,gg,1t,p0,Ethereal Urn,960,false,631995,2254
920,gg,1t,p0,Ethereal Urn,965,false,634729,2734
920,gg,1t,p0,Ethereal Urn,970,false,637069,2340
920,gg,1t,p0,Ethereal Urn,975,false,639279,2210
920,gg,1t,p0,Ethereal Urn,980,false,642436,3157
920,gg,1t,p0,Ethereal Urn,985,false,645287,2851
920,gg,1t,p0,Moonlit Prism,910,false,607402,33079
920,gg,1t,p0,Moonlit Prism,915,false,608483,1081
920,gg,1t,p0,Moonlit Prism,920,false,609821,1338
920,gg,1t,p0,Moonlit Prism,925,false,611000,1179
920,gg,1t,p0,Moonlit Prism,930,false,612379,1379
920,gg,1t,p0,Moonlit Prism,935,false,613555,1176
920,gg,1t,p0,Moonlit Prism,940,false,615102,1547
920,gg,1t,p0,Moonlit Prism,945,false,616407,1305
920,gg,1t,p0,Moonlit Prism,950,false,618135,1728
920,gg,1t,p0,Moonlit Prism,955,false,620072,1937
920,gg,1t,p0,Moonlit Prism,960,false,622109,2037
920,gg,1t,p0,Moonlit Prism,965,false,624188,2079
920,gg,1t,p0,Moonlit Prism,970,false,626041,1853
920,gg,1t,p0,Moonlit Prism,975,false,628018,1977
920,gg,1t,p0,Moonlit Prism,980,false,628739,721
920,gg,1t,p0,Moonlit Prism,985,false,632823,4084
920,gg,1t,p0,Aran's Relaxing Ruby,910,false,596113,21790
920,gg,1t,p0,Aran's Relaxing Ruby,915,false,596728,615
920,gg,1t,p0,Aran's Relaxing Ruby,920,false,597610,882
920,gg,1t,p0,Aran's Relaxing Ruby,925,false,598310,700
920,gg,1t,p0,Aran's Relaxing Ruby,930,false,599246,936
920,gg,1t,p0,Aran's Relaxing Ruby,935,false,599757,511
920,gg,1t,p0,Aran's Relaxing Ruby,940,false,601006,1249
920,gg,1t,p0,Aran's Relaxing Ruby,945,false,601568,562
920,gg,1t,p0,Aran's Relaxing Ruby,950,false,602849,1281
920,gg,1t,p0,Aran's Relaxing Ruby,955,false,603733,884
920,gg,1t,p0,Aran's Relaxing Ruby,960,false,605286,1553
920,gg,1t,p0,Aran's Relaxing Ruby,965,false,605951,665
920,gg,1t,p0,Aran's Relaxing Ruby,970,false,606877,926
920,gg,1t,p0,Aran's Relaxing Ruby,975,false,608303,1426
920,gg,1t,p0,Aran's Relaxing Ruby,980,false,609277,974
920,gg,1t,p0,Aran's Relaxing Ruby,985,false,610883,1606
920,gg,1t,p0,Bloodstained Handkerchief,910,false,616699,42376
920,gg,1t,p0,Bloodstained Handkerchief,915,false,618673,1974
920,gg,1t,p0,Bloodstained Handkerchief,920,false,620937,2264
920,gg,1t,p0,Bloodstained Handkerchief,925,false,623156,2219
920,gg,1t,p0,Bloodstained Handkerchief,930,false,625782,2626
920,gg,1t,p0,Bloodstained Handkerchief,935,false,627965,2183
920,gg,1t,p0,Bloodstained Handkerchief,940,false,630575,2610
920,gg,1t,p0,Bloodstained Handkerchief,945,false,633166,2591
920,gg,1t,p0,Bloodstained Handkerchief,950,false,636210,3044
920,gg,1t,p0,Bloodstained Handkerchief,955,false,638984,2774
920,gg,1t,p0,Bloodstained Handkerchief,960,false,642091,3107
920,gg,1t,p0,Bloodstained Handkerchief,965,false,645620,3529
920,gg,1t,p0,Bloodstained Handkerchief,970,false,648822,3202
920,gg,1t,p0,Bloodstained Handkerchief,975,false,652948,4126
920,gg,1t,p0,Bloodstained Handkerchief,980,false,656630,3682
920,gg,1t,p0,Bloodstained Handkerchief,985,false,660291,3661
920,gg,1t,p0,Mrrgria's Favor,910,false,613894,39571
920,gg,1t,p0,Mrrgria's Favor,915,false,615363,1469
920,gg,1t,p0,Mrrgria's Favor,920,false,617187,1824
920,gg,1t,p0,Mrrgria's Favor,925,false,618869,1682
920,gg,1t,p0,Mrrgria's Favor,930,false,620378,1509
920,gg,1t,p0,Mrrgria's Favor,935,false,622238,1860
920,gg,1t,p0,Mrrgria's Favor,940,false,624298,2060
920,gg,1t,p0,Mrrgria's Favor,945,false,626098,1800
